file_path,emotion,intensity,gender,actor_id,augmentation,audio,sr
,calm,strong,male,1,stretch,"[ 2.4018194e-05  2.9030907e-05  7.9267147e-06 ... -3.8867747e-06
 -5.3914055e-06 -1.3365350e-06]",22050.0
,calm,strong,male,1,noise,"[-0.00308397  0.00954821  0.00159774 ... -0.00147485 -0.00552646
 -0.00431404]",22050.0
./Actor_01\03-01-02-02-02-02-01.wav,calm,strong,male,1,original,,
,calm,strong,male,1,pitch,"[-6.0776696e-11 -1.4539844e-10 -1.9260704e-11 ...  1.7967485e-06
  4.1163948e-06  3.4304608e-06]",22050.0
,calm,strong,male,1,stretch,"[-9.0381034e-13 -2.2487705e-10  3.8975791e-11 ...  1.2874361e-06
  3.1374458e-07 -1.6088001e-06]",22050.0
,calm,strong,male,1,noise,"[-0.0048451   0.00014402 -0.00128268 ... -0.00677049 -0.00078119
  0.00557612]",22050.0
./Actor_01\03-01-03-01-01-01-01.wav,happy,normal,male,1,original,,
,happy,normal,male,1,pitch,"[-4.2050580e-08 -2.0911351e-08  3.0307108e-09 ...  1.1571360e-06
 -1.2919307e-06 -1.4707728e-06]",22050.0
,happy,normal,male,1,stretch,"[-3.7986450e-08 -2.7685774e-08  6.7878099e-09 ...  4.4714880e-06
  6.3041698e-06  1.2570239e-06]",22050.0
,happy,normal,male,1,noise,"[ 0.0049472  -0.0022188   0.00338278 ...  0.00976765  0.00222213
 -0.00241754]",22050.0
./Actor_01\03-01-03-01-01-02-01.wav,happy,normal,male,1,original,,
,happy,normal,male,1,pitch,"[ 2.5922355e-09  2.3029700e-09 -8.4674587e-09 ... -1.1593727e-06
 -1.2568445e-06 -7.1787326e-08]",22050.0
,happy,normal,male,1,stretch,"[ 4.9385336e-09  3.7158543e-10 -4.9616822e-09 ... -1.1293614e-06
  1.4048115e-07  9.1647109e-07]",22050.0
,happy,normal,male,1,noise,"[ 0.00049681  0.00156087 -0.00611619 ...  0.0017899   0.00344192
  0.00248622]",22050.0
./Actor_01\03-01-03-01-02-01-01.wav,happy,normal,male,1,original,,
,happy,normal,male,1,pitch,"[ 2.0242634e-09  7.5818307e-10  1.4290958e-09 ... -1.8612451e-06
 -9.7597933e-08 -8.0240517e-07]",22050.0
,happy,normal,male,1,stretch,"[1.9703237e-09 8.0973078e-10 1.0690363e-09 ... 1.1166778e-06 6.9601043e-07
 1.3123316e-06]",22050.0
,happy,normal,male,1,noise,"[ 0.01266269 -0.00145516 -0.00665784 ...  0.00174043  0.00633568
 -0.00776703]",22050.0
./Actor_01\03-01-03-01-02-02-01.wav,happy,normal,male,1,original,,
,happy,normal,male,1,pitch,"[7.1640816e-06 1.1179891e-05 2.1179425e-05 ... 1.8729908e-06 1.2136766e-06
 2.3807015e-06]",22050.0
,happy,normal,male,1,stretch,"[ 8.4996491e-06  9.3537628e-06  2.0560021e-05 ... -2.3609798e-06
  3.0141101e-07  1.2169513e-06]",22050.0
,happy,normal,male,1,noise,"[-0.00442978 -0.00311503  0.00259256 ...  0.00202847 -0.00755423
 -0.00714813]",22050.0
./Actor_01\03-01-03-02-01-01-01.wav,happy,strong,male,1,original,,
,happy,strong,male,1,pitch,"[ 2.4871505e-09 -9.9142694e-10  2.6466178e-09 ... -3.5531849e-07
  1.1780803e-06 -1.1509604e-06]",22050.0
,happy,strong,male,1,stretch,"[ 3.8681662e-09 -6.4938599e-10 -1.2715728e-10 ...  1.7117527e-06
  1.9174568e-06  2.8731338e-06]",22050.0
,happy,strong,male,1,noise,"[-0.00045061 -0.01136634  0.00205281 ... -0.00184971  0.00483622
 -0.00778295]",22050.0
./Actor_01\03-01-03-02-01-02-01.wav,happy,strong,male,1,original,,
,happy,strong,male,1,pitch,"[ 2.1745898e-09 -2.6167366e-09  4.9684465e-09 ... -2.0718173e-07
 -1.1540454e-06 -6.6606981e-07]",22050.0
,happy,strong,male,1,stretch,"[ 7.1367834e-10  2.3369778e-10 -1.2645543e-10 ... -4.7033714e-07
 -1.2801951e-06  6.0051451e-07]",22050.0
,happy,strong,male,1,noise,[0.00781513 0.00141413 0.00281292 ... 0.00080028 0.0015791  0.00681102],22050.0
./Actor_01\03-01-03-02-02-01-01.wav,happy,strong,male,1,original,,
,happy,strong,male,1,pitch,"[ 1.3729508e-08  3.0402261e-09 -1.1328957e-08 ... -1.2904902e-06
 -1.0602793e-06 -2.1227320e-06]",22050.0
,happy,strong,male,1,stretch,"[ 1.6158259e-08  1.8514366e-09 -7.2148678e-09 ... -9.5830683e-06
 -1.0739566e-05 -5.0230965e-06]",22050.0
,happy,strong,male,1,noise,"[ 0.00109354  0.0036955   0.00028436 ... -0.00519326 -0.00170488
  0.00365496]",22050.0
./Actor_01\03-01-03-02-02-02-01.wav,happy,strong,male,1,original,,
,happy,strong,male,1,pitch,"[1.2947860e-08 2.0926933e-08 2.6120048e-08 ... 2.3457810e-06 3.3991357e-06
 1.4864044e-06]",22050.0
,happy,strong,male,1,stretch,"[ 1.4867152e-08  1.5295091e-08  2.7429927e-08 ... -8.0445343e-06
 -6.4336609e-06  3.0621604e-06]",22050.0
,happy,strong,male,1,noise,"[-0.00142423  0.00556919 -0.0028899  ... -0.00357858  0.00192997
 -0.01353758]",22050.0
./Actor_01\03-01-04-01-01-01-01.wav,sad,normal,male,1,original,,
,sad,normal,male,1,pitch,"[-1.07325595e-05 -6.12924850e-07  6.17537239e-07 ... -2.58278675e-07
  2.34527548e-07 -6.50707577e-08]",22050.0
,sad,normal,male,1,stretch,"[-1.2914994e-05 -5.5180840e-07  5.8485097e-07 ...  1.5054877e-07
 -1.2150208e-07  2.1323686e-07]",22050.0
,sad,normal,male,1,noise,"[ 3.56030461e-05  5.66057384e-03 -1.20203281e-03 ... -1.01403826e-02
  1.70858399e-04 -3.10701531e-03]",22050.0
./Actor_01\03-01-04-01-01-02-01.wav,sad,normal,male,1,original,,
,sad,normal,male,1,pitch,"[ 6.8620182e-07 -1.1371019e-06  2.1460373e-06 ...  4.8885931e-07
  5.4316899e-07 -5.0982262e-08]",22050.0
,sad,normal,male,1,stretch,"[ 1.1615642e-06 -1.6376154e-06  2.5386887e-06 ... -1.6130311e-07
  7.6920387e-08  1.1931412e-07]",22050.0
,sad,normal,male,1,noise,[0.00256088 0.00637707 0.00704118 ... 0.00592235 0.00563003 0.00677129],22050.0
./Actor_01\03-01-04-01-02-01-01.wav,sad,normal,male,1,original,,
,sad,normal,male,1,pitch,"[ 6.93551336e-13  3.79809492e-13  2.04185030e-13 ... -5.28037503e-07
  2.18483450e-07  1.04257495e-07]",22050.0
,sad,normal,male,1,stretch,"[ 8.2636122e-13  4.1708496e-13  2.7288385e-13 ...  5.0403355e-07
 -8.5809617e-08  7.0522736e-07]",22050.0
,sad,normal,male,1,noise,"[ 0.00257537  0.00407988 -0.00182195 ...  0.00279794 -0.01031045
 -0.00349581]",22050.0
./Actor_01\03-01-04-01-02-02-01.wav,sad,normal,male,1,original,,
,sad,normal,male,1,pitch,"[-9.7658790e-07  1.3707217e-06 -2.3722605e-06 ...  2.4377849e-07
  6.9464659e-07 -2.6820993e-07]",22050.0
,sad,normal,male,1,stretch,"[-3.9222664e-07  6.8134619e-07 -1.2855173e-06 ...  4.0044125e-07
 -5.5865121e-07 -6.4528035e-07]",22050.0
,sad,normal,male,1,noise,"[-0.0001472  -0.00845238  0.00175484 ... -0.00498814  0.00644797
  0.01005599]",22050.0
./Actor_01\03-01-04-02-01-01-01.wav,sad,strong,male,1,original,,
,sad,strong,male,1,pitch,"[ 1.70326280e-06 -1.79954691e-06  3.31656793e-06 ... -1.18155455e-07
  3.10883820e-07 -1.05543521e-08]",22050.0
,sad,strong,male,1,stretch,"[-1.4867692e-07  1.0789510e-06 -2.0155710e-06 ... -3.6314329e-08
 -3.6920341e-07  2.6076229e-08]",22050.0
,sad,strong,male,1,noise,"[ 0.00919352 -0.0051098   0.00367991 ...  0.00554427 -0.00171442
 -0.0080182 ]",22050.0
./Actor_01\03-01-04-02-01-02-01.wav,sad,strong,male,1,original,,
,sad,strong,male,1,pitch,"[-2.03158770e-08 -5.49444756e-09 -1.12302905e-08 ... -3.21943844e-07
  2.44307262e-06  7.14695773e-07]",22050.0
,sad,strong,male,1,stretch,"[-2.1892948e-08 -4.5543715e-09 -1.0008123e-08 ...  6.9751911e-07
 -6.2356662e-07  7.1840265e-07]",22050.0
,sad,strong,male,1,noise,"[-2.66062026e-04  7.03743484e-03  8.47163407e-05 ...  2.46283083e-03
  3.84447726e-03  1.18394774e-02]",22050.0
./Actor_01\03-01-04-02-02-01-01.wav,sad,strong,male,1,original,,
,sad,strong,male,1,pitch,"[ 1.23911565e-08 -9.86676874e-09  9.23515309e-09 ... -1.16750044e-07
 -1.26533348e-06 -3.76151831e-07]",22050.0
,sad,strong,male,1,stretch,"[ 1.0188711e-08 -9.4804822e-09  9.6354098e-09 ...  4.0757590e-07
  7.4975310e-07 -3.2687186e-09]",22050.0
,sad,strong,male,1,noise,"[-0.00595096  0.00285235  0.00019502 ...  0.00752434 -0.00491913
  0.00593897]",22050.0
./Actor_01\03-01-04-02-02-02-01.wav,sad,strong,male,1,original,,
,sad,strong,male,1,pitch,"[-1.6102142e-08  3.9396051e-09  7.7184192e-10 ...  1.6311350e-07
 -4.3433221e-07  3.2845386e-07]",22050.0
,sad,strong,male,1,stretch,"[-1.9988196e-08  6.2763790e-09 -1.3635950e-09 ...  1.5702985e-07
  4.3681263e-07  7.1941679e-07]",22050.0
,sad,strong,male,1,noise,"[ 0.00771823 -0.00719222  0.00352881 ...  0.01099197 -0.00677406
  0.00115484]",22050.0
./Actor_01\03-01-05-01-01-01-01.wav,angry,normal,male,1,original,,
,angry,normal,male,1,pitch,"[ 3.2747725e-11 -6.4732768e-11  7.2006137e-11 ... -1.3720437e-07
  2.1988903e-07 -3.1536325e-07]",22050.0
,angry,normal,male,1,stretch,"[ 2.8600077e-11 -3.3579892e-11 -7.7863155e-13 ... -1.4618402e-07
  1.5800051e-08 -1.7132429e-07]",22050.0
,angry,normal,male,1,noise,"[-0.00327723  0.00255246  0.00224908 ... -0.00558059  0.00467673
 -0.01516291]",22050.0
./Actor_01\03-01-05-01-01-02-01.wav,angry,normal,male,1,original,,
,angry,normal,male,1,pitch,"[ 1.0378005e-05  8.0411235e-07 -1.0669580e-06 ...  5.6784768e-07
 -5.1797713e-07 -8.4111980e-07]",22050.0
,angry,normal,male,1,stretch,"[ 1.3105088e-05  1.5015434e-07 -4.0157323e-07 ... -1.1222365e-07
 -2.4054344e-07  4.9140667e-08]",22050.0
,angry,normal,male,1,noise,"[-0.00269796  0.00592094  0.0015329  ...  0.00348183  0.00379269
 -0.00174859]",22050.0
./Actor_01\03-01-05-01-02-01-01.wav,angry,normal,male,1,original,,
,angry,normal,male,1,pitch,"[-1.0861295e-06 -2.5945941e-05 -2.1322850e-05 ...  7.2418989e-06
  7.3840083e-06  8.4212215e-06]",22050.0
,angry,normal,male,1,stretch,"[-3.49522224e-07 -2.40603731e-05 -2.46823729e-05 ...  8.08901768e-06
  1.45695085e-05  1.09779967e-05]",22050.0
,angry,normal,male,1,noise,"[ 8.81310186e-03 -4.30081007e-03 -5.39753253e-03 ...  1.18455563e-05
 -6.39881831e-04 -7.46639647e-03]",22050.0
./Actor_01\03-01-05-01-02-02-01.wav,angry,normal,male,1,original,,
,angry,normal,male,1,pitch,"[-2.9755384e-07  4.6805346e-07 -6.0978198e-07 ... -9.9320545e-08
  4.6937168e-07  1.3192587e-06]",22050.0
,angry,normal,male,1,stretch,"[ 6.3556308e-07 -6.7895053e-07  6.8753917e-07 ... -4.2926490e-06
  1.8853862e-06  4.0325904e-07]",22050.0
,angry,normal,male,1,noise,"[-0.00147296  0.01431728 -0.0004357  ...  0.01132434  0.00556041
 -0.00530388]",22050.0
./Actor_01\03-01-05-02-01-01-01.wav,angry,strong,male,1,original,,
,angry,strong,male,1,pitch,"[-4.8618583e-04 -5.3442025e-04 -3.9877486e-04 ... -3.3297873e-08
 -2.0185506e-07  1.3318641e-08]",22050.0
,angry,strong,male,1,stretch,"[-4.9936597e-04 -5.7653012e-04 -3.7209885e-04 ... -2.5500499e-08
  4.7710884e-08 -1.3270846e-07]",22050.0
,angry,strong,male,1,noise,"[ 0.002488    0.00514734 -0.00310638 ...  0.00209151 -0.00468277
 -0.00086278]",22050.0
./Actor_01\03-01-05-02-01-02-01.wav,angry,strong,male,1,original,,
,angry,strong,male,1,pitch,"[ 2.1466315e-04  4.1498542e-03 -2.1027301e-03 ...  3.6926688e-06
  6.1713008e-06 -6.2029544e-06]",22050.0
,angry,strong,male,1,stretch,"[-3.3644537e-04  4.6051759e-03 -8.6692837e-04 ...  2.8827483e-06
  9.6916722e-07  5.6246768e-06]",22050.0
,angry,strong,male,1,noise,"[ 0.00060816  0.00166435  0.00347326 ... -0.00865228  0.00351239
  0.00568009]",22050.0
./Actor_01\03-01-05-02-02-01-01.wav,angry,strong,male,1,original,,
,angry,strong,male,1,pitch,"[ 3.1123561e-04  1.3952029e-03 -4.9198396e-05 ... -5.5128610e-04
 -4.1936967e-04  3.4689787e-05]",22050.0
,angry,strong,male,1,stretch,"[ 0.00023748  0.0014387   0.00036884 ... -0.00034785 -0.00025798
 -0.0002989 ]",22050.0
,angry,strong,male,1,noise,"[-0.00044645  0.00068509 -0.0086641  ...  0.0014271   0.00182652
  0.00204161]",22050.0
./Actor_01\03-01-05-02-02-02-01.wav,angry,strong,male,1,original,,
,angry,strong,male,1,pitch,"[ 2.4773812e-04  2.6450324e-04  2.1532587e-04 ... -5.3283868e-05
  8.7251719e-05  1.5967924e-04]",22050.0
,angry,strong,male,1,stretch,"[2.6267636e-04 2.7823751e-04 2.0321466e-04 ... 6.8349371e-05 3.4676239e-05
 3.1449294e-05]",22050.0
,angry,strong,male,1,noise,"[-0.01310814  0.00647112  0.000333   ...  0.00876766 -0.01452846
  0.00405588]",22050.0
./Actor_01\03-01-06-01-01-01-01.wav,fearful,normal,male,1,original,,
,fearful,normal,male,1,pitch,"[ 3.6479842e-06  1.9615834e-05  1.1307047e-05 ...  4.2659877e-07
 -1.1113425e-06 -1.3385738e-06]",22050.0
,fearful,normal,male,1,stretch,"[ 7.6940660e-07  2.2029784e-05  1.0931770e-05 ... -3.4193246e-07
  2.2890123e-07 -1.7747832e-06]",22050.0
,fearful,normal,male,1,noise,"[-2.28930460e-05  2.14609983e-04 -2.44444689e-03 ...  4.33907231e-03
  2.60455787e-03 -6.06108836e-03]",22050.0
./Actor_01\03-01-06-01-01-02-01.wav,fearful,normal,male,1,original,,
,fearful,normal,male,1,pitch,"[ 9.1980095e-05  1.6375142e-04  1.0870823e-04 ...  1.0475337e-06
  4.9297620e-07 -2.2959359e-08]",22050.0
,fearful,normal,male,1,stretch,"[ 9.4655923e-05  1.6543856e-04  1.2039780e-04 ... -9.9097583e-08
 -6.2734023e-07  2.0915099e-08]",22050.0
,fearful,normal,male,1,noise,"[ 0.0037181  -0.00241006 -0.00263378 ...  0.00377213 -0.00088863
  0.00235162]",22050.0
./Actor_01\03-01-06-01-02-01-01.wav,fearful,normal,male,1,original,,
,fearful,normal,male,1,pitch,"[-0.00060898 -0.00098714 -0.00092231 ...  0.00012993  0.00018993
  0.00012372]",22050.0
,fearful,normal,male,1,stretch,"[-6.4138195e-04 -9.8430400e-04 -9.1471308e-04 ...  1.0122910e-04
  1.1296102e-04  7.9289144e-05]",22050.0
,fearful,normal,male,1,noise,"[-0.00379815  0.00053861  0.00898642 ... -0.01366609  0.00244262
 -0.01094568]",22050.0
./Actor_01\03-01-06-01-02-02-01.wav,fearful,normal,male,1,original,,
,fearful,normal,male,1,pitch,"[ 5.2588698e-09  3.0141640e-09 -1.9428110e-09 ... -3.3324388e-06
 -3.2251273e-06 -4.0290265e-06]",22050.0
,fearful,normal,male,1,stretch,"[ 5.5060432e-09  2.8742062e-09 -6.4111622e-10 ... -1.1008444e-06
 -1.4510970e-06 -3.9450301e-06]",22050.0
,fearful,normal,male,1,noise,"[-0.00686783 -0.00056202  0.00133241 ...  0.00526299  0.01037699
  0.01184973]",22050.0
./Actor_01\03-01-06-02-01-01-01.wav,fearful,strong,male,1,original,,
,fearful,strong,male,1,pitch,"[ 2.9490850e-04  4.4443979e-04  3.7796493e-05 ...  3.7929753e-05
  1.8073391e-05 -8.3808864e-06]",22050.0
,fearful,strong,male,1,stretch,"[ 0.00031139  0.00046071  0.00010697 ... -0.00012928 -0.0001234
 -0.00012731]",22050.0
,fearful,strong,male,1,noise,"[-0.00062591  0.00393077  0.00685054 ...  0.00393717 -0.01086739
 -0.00882267]",22050.0
./Actor_01\03-01-06-02-01-02-01.wav,fearful,strong,male,1,original,,
,fearful,strong,male,1,pitch,"[-6.4403248e-05 -1.2319934e-04 -9.4709394e-05 ...  5.0347095e-05
  4.8586473e-05 -1.7266502e-05]",22050.0
,fearful,strong,male,1,stretch,"[-7.13289410e-05 -1.17116309e-04 -1.09876200e-04 ...  2.00430237e-04
  9.29131129e-05 -1.18432836e-04]",22050.0
,fearful,strong,male,1,noise,"[-0.00545505  0.00330612 -0.00299761 ... -0.00103263 -0.00101253
  0.00261054]",22050.0
./Actor_01\03-01-06-02-02-01-01.wav,fearful,strong,male,1,original,,
,fearful,strong,male,1,pitch,"[ 1.6556425e-02  3.2609873e-02  3.4227870e-02 ... -1.3241322e-05
 -3.3194126e-05  3.4621798e-06]",22050.0
,fearful,strong,male,1,stretch,"[ 1.6852772e-02  3.2442745e-02  3.3146814e-02 ... -2.4141164e-05
  8.6634354e-06  2.6597518e-05]",22050.0
,fearful,strong,male,1,noise,"[ 0.01122575  0.03332084  0.0247855  ...  0.00452163 -0.00301741
  0.00056662]",22050.0
./Actor_01\03-01-06-02-02-02-01.wav,fearful,strong,male,1,original,,
,fearful,strong,male,1,pitch,"[ 1.3804126e-06 -1.7237396e-06  2.8500144e-06 ...  3.3751765e-04
  2.9743032e-04  3.8030313e-04]",22050.0
,fearful,strong,male,1,stretch,"[ 1.8271130e-07  1.8014767e-07 -1.1316589e-06 ... -2.3339111e-05
 -7.7050609e-05 -6.6732791e-05]",22050.0
,fearful,strong,male,1,noise,"[-0.00619188  0.00737953  0.00183108 ...  0.00543731 -0.00136336
 -0.00075691]",22050.0
./Actor_01\03-01-07-01-01-01-01.wav,disgust,normal,male,1,original,,
,disgust,normal,male,1,pitch,"[-3.3255145e-09  2.3123650e-09  8.7507370e-09 ...  5.8164877e-09
 -2.6202574e-08 -9.0019148e-09]",22050.0
,disgust,normal,male,1,stretch,"[-3.9077919e-09  1.9570541e-09  6.9807200e-09 ...  1.9332388e-08
 -1.2184948e-08  4.0006448e-08]",22050.0
,disgust,normal,male,1,noise,"[ 0.00414638 -0.00107369 -0.00754695 ...  0.00589511  0.00184319
  0.00675303]",22050.0
./Actor_01\03-01-07-01-01-02-01.wav,disgust,normal,male,1,original,,
,disgust,normal,male,1,pitch,"[-8.8041965e-09  8.5380112e-09  2.0613530e-08 ... -6.7779138e-07
  1.7898807e-07  2.4343188e-07]",22050.0
,disgust,normal,male,1,stretch,"[-1.3335779e-08  1.0621279e-08  1.2819821e-08 ... -1.1851585e-06
  5.5203009e-07  4.1855628e-07]",22050.0
,disgust,normal,male,1,noise,"[ 0.00238024  0.00546574  0.00476316 ...  0.00055938 -0.0004744
 -0.00613242]",22050.0
./Actor_01\03-01-07-01-02-01-01.wav,disgust,normal,male,1,original,,
,disgust,normal,male,1,pitch,"[-2.0188309e-09 -4.3224540e-09  6.4815824e-09 ... -2.1866090e-06
 -5.7052154e-07 -5.3434737e-06]",22050.0
,disgust,normal,male,1,stretch,"[-5.0808922e-09 -4.9499504e-10 -3.4069828e-10 ... -1.2225370e-06
 -1.5982051e-06 -5.6145955e-06]",22050.0
,disgust,normal,male,1,noise,"[ 0.00338489  0.00790729  0.00333676 ...  0.00480212 -0.00050875
  0.00049184]",22050.0
./Actor_01\03-01-07-01-02-02-01.wav,disgust,normal,male,1,original,,
,disgust,normal,male,1,pitch,"[ 2.4431021e-08  1.5223360e-08 -8.1242053e-09 ... -6.5291339e-08
 -6.6231985e-07 -1.3037680e-07]",22050.0
,disgust,normal,male,1,stretch,"[ 2.85849318e-08  1.10844383e-08  1.21179056e-09 ... -4.31210651e-07
  3.33356212e-07  1.14339585e-07]",22050.0
,disgust,normal,male,1,noise,"[ 0.00348469  0.00076464  0.00013704 ... -0.0042286  -0.00413386
  0.0040975 ]",22050.0
./Actor_01\03-01-07-02-01-01-01.wav,disgust,strong,male,1,original,,
,disgust,strong,male,1,pitch,"[ 2.0310449e-09  1.3180416e-09  2.3128155e-10 ... -5.8206871e-07
  2.1922499e-09 -1.3765275e-07]",22050.0
,disgust,strong,male,1,stretch,"[ 1.6116634e-09  1.8037236e-09  5.5614253e-11 ...  4.2987176e-07
 -8.7570334e-07 -9.5995702e-08]",22050.0
,disgust,strong,male,1,noise,"[ 0.00481148  0.00341336  0.00317412 ... -0.00428082 -0.01091571
 -0.0015072 ]",22050.0
./Actor_01\03-01-07-02-01-02-01.wav,disgust,strong,male,1,original,,
,disgust,strong,male,1,pitch,"[-9.935165e-04 -6.076305e-04 -6.534037e-04 ...  1.411458e-08 -6.418442e-09
 -6.514404e-09]",22050.0
,disgust,strong,male,1,stretch,"[-9.9896826e-04 -7.7553838e-04 -4.9713708e-04 ... -9.2475378e-09
 -2.0358174e-08  4.7490580e-09]",22050.0
,disgust,strong,male,1,noise,"[-0.00407673  0.0008354   0.00605433 ... -0.00413312  0.00462567
 -0.00115175]",22050.0
./Actor_01\03-01-07-02-02-01-01.wav,disgust,strong,male,1,original,,
,disgust,strong,male,1,pitch,"[-1.0668908e-05 -5.8875287e-07  6.2350762e-07 ... -4.4173817e-07
  2.0632810e-07  4.2704880e-07]",22050.0
,disgust,strong,male,1,stretch,"[-1.2841742e-05 -5.3549252e-07  6.0073944e-07 ...  5.9454391e-07
  5.4212086e-07  5.0736992e-07]",22050.0
